-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-2.6483	-2.6486	-2.649	-2.6494	-2.6499	-2.6504	-2.6509	-2.6514	-2.6519	-2.6523	-2.6526	-2.6528	-2.6528	-2.6528	-2.6526	-2.6523	-2.6519	-2.6539	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-2.6481	-2.6484	-2.6488	-2.6492	-2.6497	-2.6502	-2.6508	-2.6514	-2.6519	-2.6523	-2.6527	-2.6529	-2.653	-2.653	-2.6528	-2.6525	-2.6521	-2.6517	-2.6539	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-2.6477	-2.6479	-2.6482	-2.6485	-2.649	-2.6495	-2.65	-2.6506	-2.6512	-2.6517	-2.6522	-2.6526	-2.6529	-2.653	-2.6531	-2.6529	-2.6527	-2.6523	-2.6518	-2.6539	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-2.6475	-2.6476	-2.6479	-2.6482	-2.6486	-2.6491	-2.6497	-2.6503	-2.6509	-2.6515	-2.6521	-2.6525	-2.6528	-2.653	-2.6531	-2.653	-2.6527	-2.6524	-2.652	-2.6515	-2.6539	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-2.6419	-2.6472	-2.6473	-2.6475	-2.6478	-2.6482	-2.6487	-2.6493	-2.6499	-2.6506	-2.6512	-2.6518	-2.6522	-2.6526	-2.6529	-2.6529	-2.6529	-2.6527	-2.6524	-2.652	-2.6515	-2.6539	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-2.6469	-2.6469	-2.6469	-2.6471	-2.6474	-2.6478	-2.6483	-2.6488	-2.6494	-2.6501	-2.6507	-2.6514	-2.6519	-2.6523	-2.6526	-2.6527	-2.6527	-2.6526	-2.6523	-2.652	-2.6515	-2.6539	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-2.6466	-2.6465	-2.6466	-2.655	-2.6527	-2.6516	-2.6507	-2.6499	-2.6494	-2.6494	-2.6502	-2.6508	-2.6514	-2.6519	-2.6522	-2.6524	-2.6525	-2.6524	-2.6522	-2.6518	-2.6514	-2.651	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-2.6463	-2.6562	-2.6551	-2.6539	-2.6527	-2.6516	-2.6506	-2.6497	-2.6491	-2.6487	-2.6486	-2.6489	-2.6509	-2.6514	-2.6518	-2.652	-2.6521	-2.6521	-2.6519	-2.6517	-2.6513	-2.6509	-2.6539	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-2.6419	-2.6575	-2.6565	-2.6554	-2.6542	-2.653	-2.6518	-2.6507	-2.6498	-2.6491	-2.6486	-2.6485	-2.6486	-2.649	-2.6508	-2.6512	-2.6515	-2.6517	-2.6517	-2.6516	-2.6514	-2.6511	-2.6507	-2.6539	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-2.6555	-2.658	-2.657	-2.6559	-2.6547	-2.6535	-2.6523	-2.6511	-2.6502	-2.6494	-2.6488	-2.6486	-2.6486	-2.649	-2.6496	-2.6506	-2.651	-2.6512	-2.6513	-2.6513	-2.6511	-2.6508	-2.6505	-2.6539	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-2.6568	-2.6608	-2.6608	-2.6609	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
