-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99958	0.93254	0.89354	0.88486	0.90701	0.95869	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.96015	0.86012	0.78667	0.74397	0.7345	0.7588	0.81547	0.90124	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.96708	0.83588	0.72757	0.64807	0.60189	0.59167	0.61801	0.67938	0.77228	0.89152	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.86208	0.72164	0.60576	0.52077	0.47141	0.46051	0.4887	0.55436	0.65377	0.7814	0.93044	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.93629	0.76945	0.62092	0.49842	0.4086	0.35647	0.34498	0.3748	0.44422	0.54932	0.68431	0.842	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.93093	0.78618	0.64432	0.51256	0.39915	0.31258	0.26066	0.24869	0.27985	0.35239	0.46223	0.60332	0.76819	0.94848	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.8641	0.71694	0.57338	0.44041	0.32609	0.23884	0.18642	0.17473	0.20693	0.28186	0.39531	0.54108	0.71145	0.89782	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.94892	0.80288	0.65621	0.51418	0.38333	0.27127	0.18609	0.13539	0.1251	0.1584	0.23493	0.35079	0.49966	0.67368	0.86408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.89099	0.74626	0.60281	0.46544	0.34006	0.23358	0.15345	0.10683	0.099476	0.13466	0.21229	0.33016	0.48047	0.65618	0.84844	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	0.97597	0.83425	0.6926	0.55469	0.42479	0.308	0.21031	0.13827	0.098305	0.095764	0.13381	0.21257	0.32871	0.48415	0.65953	0.85144	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	0.9179	0.77732	0.63995	0.50932	0.38914	0.28362	0.19763	0.13659	0.10592	0.11028	0.15256	0.23298	0.34862	0.49345	0.68363	0.87297	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	0.85833	0.71906	0.58652	0.4642	0.35529	0.26307	0.19118	0.14371	0.12484	0.13831	0.18647	0.26951	0.38487	0.52717	0.72765	0.91229	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
